Year,State_UT,Acetic_Anhydride_Kg,ATS_Kg,Anthralic_Acid_Kg,Cocaine_Kg,Codeine_Kg,Codeine_Litre,CBCS_Litre,Ephedrine_Kg,Fentanyl_HCL_Kg,Ganja_Kg,Hashish_Kg,Hashish_Oil_Kg,Heroin_Kg,Ketamine_Kg,Khat_Leaves_Kg,LSD_Blots,LSD_Kg,MDMA_Kg,Mephedrone_Kg,Mescaline_Kg,Mandrax_Kg,Morphine_Kg,Morphine_Litre,Opium_Kg,Phensidyl_No,Poppy_Husk_Straw_Kg,Injection_No,CBCS_Bottle,Tablets_Kg,Tablets_No,Total_Cases,Total_Arrested,Is_Total_Row,Total_Kg,Total_Litre,Total_Units,Border_State,Coastal_State,Arrest_Rate,Drug_Diversity,Total_Quantity,Growth_Rate,Risk_Index
2018,New Delhi,9651.0,34.81,0.0,10.22,0.0,0.0,0.0,102.33,0.0,48598.0,340.1,0.5,243.02,578.05,343.99,0.0,0.0,0.0,3.54,0.0,85.96,1.58,0.0,56.38,0.0,1529.74,0.0,115455.0,8.87,74256322.0,629.0,814.0,False,61588.09,0.0,74371777.0,0,0,1.2941176470588236,18,74433365.09,0.0,0.634686302225561
2019,New Delhi,0.0,138.68,0.0,28.53,0.0,0.0,0.0,142.5,0.0,40577.0,364.89,0.0,922.97,2.96,852.24,0.0,0.0,0.0,10.03,0.0,8.18,0.0,0.0,11.35,0.0,1697.0,0.0,67.0,59.2,1867172.0,841.0,1125.0,False,44815.52999999999,0.0,1867239.0,0,0,1.33769322235434,15,1912054.53,-0.9743118623256107,0.20417526093628666
2020,New Delhi,0.0,101.97,0.0,7.85,2.24,0.0,2528.0,771.85,0.0,43547.0,145.26,0.0,328.61,11.06,0.0,0.0,0.0,0.06,270.42,0.0,1.14,0.92,0.0,35.36,0.0,686.0,0.0,97929.0,23.66,11525345.0,914.0,1140.0,False,45933.4,2528.0,11623274.0,0,0,1.2472647702407003,19,11671735.4,5.1042900277535495,0.3144790770952347
2021,New Delhi,0.0,78.85,0.0,7.71,0.0,0.0,0.0,91.32,0.0,14320.0,329.02,0.0,802.86,0.0,0.0,639.0,0.0,1.03,0.85,0.2,2.69,0.0,0.0,54.1,0.0,1.0,16278.0,82977.0,146.0,5221203.0,712.0,917.0,False,15835.630000000005,0.0,5321097.0,0,0,1.2879213483146068,17,5336932.63,-0.5427472910326601,0.24989166524521866
2022,New Delhi,2.75,24.59,0.0,51.64,0.0,0.0,0.0,13.28,0.0,4764.0,92.6,0.0,449.09,0.0,0.0,0.0,0.01,1.13,0.0,1.76,1.66,0.0,0.0,83.29,0.0,243.0,2385.0,0.0,4.31,564644.0,1343.0,1573.0,False,5733.1100000000015,0.0,567029.0,0,0,1.1712583767684288,17,572762.11,-0.8926795315383249,0.23045304091658642
2023,New Delhi,0.0,17.55,0.0,62.27,0.0,0.0,0.0,25.44,0.0,3733.0,82.28,0.0,94.86,8.83,286.7,29013.0,0.0,1.6,0.11,0.0,15.69,0.0,0.0,405.43,0.0,346.0,2141.0,36947.0,2.58,564269.0,1415.0,1655.0,False,5082.34,0.0,632370.0,0,0,1.1696113074204948,18,637452.34,0.11294432517542052,0.24578970439344894
2024,New Delhi,0.0,38.0,0.0,1396.39,0.0,0.0,0.0,87.56,0.0,4903.0,64.0,0.0,233.92,0.0,0.0,0.0,0.0,8.17,0.0,3.8,0.45,0.0,0.0,132.0,0.0,1099.0,92124.0,560108.0,454.48,2805941.0,1854.0,2177.0,False,8420.77,0.0,3458173.0,0,0,1.174217907227616,15,3466593.77,4.43820071317018,0.22242440749387854
2018,Odisha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48861.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6340.0,0.0,187.0,630.0,934.0,False,48861.73,0.0,6527.0,0,1,1.4825396825396826,4,55388.73,0.0,0.034993720366013815
2019,Odisha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,23385.0,0.0,274.0,870.0,1491.0,False,44786.52,0.0,23659.0,0,1,1.7137931034482758,5,68445.51999999999,0.23573008444136523,0.051693961491771384
2020,Odisha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138432.0,0.0,0.0,34.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,11920.0,54896.0,0.0,5650.0,1246.0,2078.0,False,138467.18000000002,0.0,72466.0,0,1,1.667736757624398,6,210933.18000000002,2.081767513783226,0.07041822655085676
2021,Odisha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171713.0,0.0,0.0,49.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.01,0.0,442.0,808.0,13045.0,0.0,0.0,1700.0,2683.0,False,172234.64,0.0,13853.0,0,1,1.578235294117647,6,186087.64,-0.11778867601578857,0.07471945688647344
2022,Odisha,0.0,0.0,0.0,0.4,4.3,0.0,7.63,0.0,0.0,184109.0,0.0,0.0,66.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86,0.0,1024.0,0.0,0.0,0.0,0.0,2507.0,3521.0,False,185216.55,7.63,0.0,0,1,1.4044674910251296,9,185224.18,-0.00464007174254033,0.12545487178108383
2023,Odisha,0.0,0.0,0.0,0.0,25.15,0.0,3.42,0.0,0.0,212777.0,0.0,0.0,51.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,0.0,0.0,1500.0,0.0,0.0,0.0,3765.0,4585.0,False,212864.41,3.42,1500.0,0,1,1.2177954847277557,8,214367.83000000002,0.15734257805865326,0.12361412989596185
2024,Odisha,0.0,0.0,0.0,0.0,0.0,17.16,0.0,0.0,0.0,143761.0,0.0,0.0,37.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,140.0,1160.0,1.0,0.0,3810.0,3187.0,4149.0,False,143951.26,17.16,4971.0,0,1,1.3018512707875745,9,148939.42,-0.30521561933989816,0.13190223464868606
2018,Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,49.0,False,2.0,0.0,0.0,0,0,2.5789473684210527,2,2.0,0.0,0.00015629602089814972
2019,Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,45.0,False,4.0,0.0,0.0,0,0,1.9565217391304348,2,4.0,1.0,0.00019537944394235263
2020,Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,66.0,False,13.0,0.0,0.0,0,0,1.8333333333333333,2,13.0,2.25,0.0003224140036714835
2021,Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,129.0,False,35.0,0.0,0.0,0,0,1.8169014084507042,2,35.0,1.6923076923076925,0.0006644181380121076
2022,Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,273.0,False,61.0,0.0,0.0,0,0,1.9361702127659575,2,61.0,0.7428571428571429,0.0013483296758779616
2023,Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,356.0,False,129.0,0.0,0.0,0,0,2.4054054054054053,2,129.0,1.1147540983606556,0.0014170722849604794
2024,Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,306.0,False,48.0,0.0,0.0,0,0,2.5289256198347108,2,48.0,-0.627906976744186,0.001152896438854381
2018,Punjab,0.0,2.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,2200.0,127.34,0.0,481.27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.95,0.0,57400.78,53797.0,9683.0,0.0,8376312.0,11637.0,13743.0,False,60649.44,0.0,8439792.0,1,0,1.1809744779582367,11,8500441.44,0.0,0.287895111758899
2019,Punjab,0.0,0.13,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1922.0,157.97,0.0,1061.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.71,0.0,40856.0,0.0,7635.0,0.0,10150244.0,11293.0,15449.0,False,44561.5,0.0,10157879.0,1,0,1.3680155848755866,9,10202440.5,0.20022478503187013,0.2651098640611627
2020,Punjab,0.0,1.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,812.0,60.21,0.0,952.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.32,0.0,34116.0,47769.0,5197.0,0.0,10545407.0,7189.0,10251.0,False,36285.1,0.0,10598373.0,1,0,1.425928501877869,10,10634658.1,0.042364138266721474,0.24162972255334242
2021,Punjab,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,2545.0,93.03,0.0,819.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.79,0.0,31966.0,100752.0,5872.0,0.0,9245728.0,9913.0,13345.0,False,36161.36,0.0,9352352.0,1,0,1.3462120447896702,9,9388513.36,-0.11717769657305677,0.24725580024084953
2022,Punjab,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,2032.0,72.67,0.0,1614.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,864.89,0.0,45829.0,28688.0,6525.0,0.0,5673464.0,12423.0,16831.0,False,50413.99,0.0,5708677.0,1,0,1.3548257264750865,10,5759090.99,-0.3865811583613702,0.26655534123980024
2023,Punjab,0.0,1.05,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1809.0,59.75,0.0,1404.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.15,0.0,42594.0,84143.0,3507.0,0.0,8142384.0,11564.0,15870.0,False,46769.78,0.0,8230034.0,1,0,1.3723625043237635,10,8276803.78,0.4371719068810893,0.2716945070849797
2024,Punjab,0.0,18.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,863.0,106.0,0.0,1150.68,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,997.0,0.0,41418.0,6952.0,2330.0,0.0,29423513.0,9025.0,12301.0,False,44557.44,0.0,29432795.0,1,0,1.3629916897506926,11,29477352.44,2.561441496442,0.37510919406263404
2018,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4614.0,9.56,0.0,9.72,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2493.92,0.0,120900.66,0.0,2354.0,0.0,1190913.0,1652.0,2127.0,False,128027.87,0.0,1193267.0,1,0,1.2875302663438257,8,1321294.87,0.0,0.1089225422988436
2019,Rajasthan,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,3856.0,46.31,0.0,12.99,0.0,11.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1088.68,0.0,119510.0,0.0,8829.0,0.0,3168995.0,2412.0,2945.0,False,124525.59,0.0,3177824.0,1,0,1.220978441127695,10,3302349.59,1.499328246086356,0.15556383684156008
2020,Rajasthan,21.38,0.0,0.0,0.01,0.0,0.0,11.09,0.0,0.0,14786.0,39.81,0.0,37.66,0.0,0.0,0.0,0.0,112.14,0.0,0.0,0.02,0.0,0.0,1318.48,0.0,139954.0,9090.0,16996.0,0.0,4290359.0,3042.0,3898.0,False,156269.5,11.09,4316445.0,1,0,1.2813938198553583,14,4472725.59,0.3544070571886364,0.22515016392177378
2021,Rajasthan,24050.0,0.05,0.0,0.04,181.67,155.7,160.1,0.0,0.0,13287.0,12.97,0.0,114.9,0.0,0.0,0.0,0.0,0.76,60.11,0.0,0.03,0.0,0.0,670.34,0.0,412219.0,14300.0,70915.0,867.7,10055355.0,2962.0,3941.0,False,451464.57,315.79999999999995,10140570.0,1,0,1.3305199189736665,19,10592350.37,1.3682093070234607,0.32868374266990674
2022,Rajasthan,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,9603.0,14.66,0.0,80.65,0.0,0.0,0.0,0.0,0.21,10.14,0.0,3.99,0.05,0.0,686.2,0.0,165011.0,531.0,9838.0,0.0,1488522.0,3738.0,4515.0,False,175409.94,0.0,1498891.0,1,0,1.2078651685393258,13,1674300.94,-0.8419330100010656,0.20262454521655351
2023,Rajasthan,0.0,0.0,0.0,0.34,3.37,0.0,0.0,0.0,0.0,56637.0,10.67,0.0,159.95,0.0,0.0,0.0,0.0,0.01,12.85,0.0,0.33,0.0,0.0,3081.68,0.0,234427.0,255.0,2537.0,8.58,489083.0,5098.0,6001.0,False,294341.78,0.0,491875.0,1,0,1.177128285602197,14,786216.78,-0.5304208692614124,0.22542246323161433
2024,Rajasthan,0.0,0.0,0.0,0.22,0.0,0.01,0.0,52.4,0.0,15196.0,6.0,0.0,118.35,0.0,0.0,10.0,0.0,0.1,151.96,0.0,0.09,0.0,0.0,3401.0,0.0,211636.0,9.0,13701.0,3.82,1678134.0,5462.0,6474.0,False,230565.94,0.01,1691854.0,1,0,1.1852801171731966,17,1922419.95,1.4451525315956752,0.27794110058814436
2018,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,481.0,4.0,5.0,False,0.02,0.0,559.0,1,0,1.25,3,559.02,0.0,0.014298481162844535
2019,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,576.0,18.0,24.0,False,0.33,0.0,588.0,1,0,1.3333333333333333,3,588.33,0.052431040034345955,0.014435393035970993
2020,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28140.0,788.0,0.0,7445.0,19.0,26.0,False,0.74,0.0,36373.0,1,0,1.368421052631579,4,36373.74,60.82540410993829,0.02892318392805006
2021,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143.0,0.0,47281.0,48.0,80.0,False,1.59,0.0,51424.0,1,0,1.6666666666666667,4,51425.59,0.4138108976420902,0.029287348474391066
2022,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,11439.0,44.0,68.0,False,2.47,0.0,11617.0,1,0,1.5454545454545454,4,11619.47,-0.7740527624476452,0.029034360330032805
